,행정구역,동,차명
708,강남구,대치동,아이오닉5 (IONIQ5)
709,강남구,대치동,Model 3 Long Range
710,강남구,대치동,아이오닉 일렉트릭(IONIQ ELEC
711,마포구,공덕동,e-tron 55 quattro
712,마포구,공덕동,Model 3 Long Range
713,마포구,공덕동,아이오닉5 (IONIQ5)
714,강남구,대치동,쏘울 EV
715,강남구,대치동,쏘울 EV
716,강남구,대치동,쏘울 EV
717,강남구,대치동,쏘울 EV
718,강남구,대치동,쏘울 EV
719,강남구,대치동,쏘울 EV
720,강남구,대치동,쏘울 EV
721,강남구,대치동,쏘울 EV
722,강남구,대치동,쏘울 EV
723,강남구,대치동,쏘울 EV
724,강남구,대치동,쏘울 EV
725,강남구,대치동,Model Y Long Range
726,강남구,대치동,EV6
727,강남구,대치동,코나 일렉트릭 (KONA ELECTRIC
728,강남구,대치동,쏘울 전기차
729,강남구,대치동,Peugeot e-2008 SUV
730,마포구,공덕동,Model S 90D
731,마포구,공덕동,Model Y Long Range
732,마포구,공덕동,Model Y Long Range
733,마포구,공덕동,포터Ⅱ 일렉트릭 (PORTERⅡ EL
734,마포구,대흥동,코나 일렉트릭 (KONA ELECTRIC
735,강남구,대치동,쏘울 EV
736,강남구,대치동,쏘울 EV
737,강남구,대치동,쏘울 EV
738,강남구,대치동,쏘울 EV
739,강남구,대치동,쏘울 EV
740,강남구,대치동,쏘울 EV
741,강남구,대치동,쏘울 EV
742,강남구,대치동,쏘울 EV
743,강남구,대치동,쏘울 EV
744,강남구,대치동,쏘울 EV
745,강남구,대치동,쏘울 EV
746,강남구,대치동,쏘울 EV
747,강남구,대치동,쏘울 EV
748,강남구,대치동,쏘울 EV
749,강남구,대치동,쏘울 EV
750,강남구,대치동,쏘울 EV
751,강남구,대치동,쏘울 EV
752,강남구,대치동,쏘울 EV
753,강남구,대치동,쏘울 EV
754,강남구,대치동,코나 일렉트릭 (KONA ELECTRIC
755,강남구,대치동,코나 일렉트릭 (KONA ELECTRIC
756,강남구,대치동,쏘울 EV
757,강남구,대치동,쏘울 EV
758,강남구,대치동,쏘울 EV
759,강남구,대치동,쏘울 EV
760,강남구,대치동,쏘울 EV
761,강남구,대치동,쏘울 EV
762,강남구,대치동,쏘울 EV
763,강남구,대치동,쏘울 EV
764,강남구,대치동,아이오닉 일렉트릭(IONIQ ELEC
765,강남구,대치동,쏘울 EV
766,강남구,대치동,쏘울 EV
767,강남구,대치동,쏘울 EV
768,강남구,대치동,쏘울 EV
769,강남구,대치동,쏘울 EV
770,강남구,대치동,쏘울 EV
771,강남구,대치동,쏘울 EV
772,강남구,대치동,쏘울 EV
773,강남구,대치동,쏘울 EV
774,강남구,대치동,쏘울 EV
775,강남구,대치동,쏘울 EV
776,강남구,대치동,쏘울 EV
777,마포구,도화동,벤츠 EQC 400 4MATIC
778,강남구,대치동,코나 일렉트릭 (KONA ELECTRIC
779,강남구,대치동,코나 일렉트릭 (KONA ELECTRIC
780,강남구,대치동,코나 일렉트릭 (KONA ELECTRIC
781,강남구,대치동,코나 일렉트릭 (KONA ELECTRIC
782,강남구,대치동,코나 일렉트릭 (KONA ELECTRIC
783,강남구,대치동,코나 일렉트릭 (KONA ELECTRIC
784,강남구,대치동,코나 일렉트릭 (KONA ELECTRIC
785,강남구,대치동,코나 일렉트릭 (KONA ELECTRIC
786,강남구,대치동,Model 3 Standard Range Plus 
787,강남구,대치동,코나 일렉트릭 (KONA ELECTRIC
788,강남구,대치동,니로 EV
789,강남구,대치동,코나 일렉트릭 (KONA ELECTRIC
790,강남구,대치동,쏘울 EV
791,강남구,대치동,쏘울 EV
792,강남구,대치동,쏘울 EV
793,강남구,대치동,쏘울 EV
794,강남구,대치동,쏘울 EV
795,강남구,대치동,쏘울 EV
796,강남구,대치동,쏘울 EV
797,강남구,대치동,쏘울 EV
798,강남구,대치동,쏘울 EV
799,강남구,대치동,코나 일렉트릭 (KONA ELECTRIC
800,강남구,대치동,코나 일렉트릭 (KONA ELECTRIC
801,강남구,대치동,코나 일렉트릭 (KONA ELECTRIC
802,강남구,대치동,코나 일렉트릭 (KONA ELECTRIC
803,강남구,대치동,코나 일렉트릭 (KONA ELECTRIC
804,강남구,대치동,코나 일렉트릭 (KONA ELECTRIC
805,강남구,대치동,코나 일렉트릭 (KONA ELECTRIC
806,강남구,대치동,코나 일렉트릭 (KONA ELECTRIC
807,강남구,대치동,코나 일렉트릭 (KONA ELECTRIC
808,강남구,개포동,Model 3 Long Range
809,마포구,도화동,스파크 EV
810,강남구,대치동,코나 일렉트릭 (KONA ELECTRIC
811,강남구,대치동,코나 일렉트릭 (KONA ELECTRIC
812,강남구,대치동,쏘울 전기차
813,강남구,대치동,쏘울 전기차
814,강남구,대치동,쏘울 전기차
815,강남구,대치동,코나 일렉트릭 (KONA ELECTRIC
816,강남구,대치동,코나 일렉트릭 (KONA ELECTRIC
817,강남구,대치동,니로 EV
818,강남구,대치동,니로 EV
819,강남구,대치동,니로 EV
820,강남구,대치동,코나 일렉트릭 (KONA ELECTRIC
821,강남구,대치동,코나 일렉트릭 (KONA ELECTRIC
822,강남구,대치동,벤츠 EQC 400 4MATIC
823,강남구,개포동,아이오닉5 (IONIQ5)
824,강남구,개포동,타이칸 4S (5인승)
825,강남구,개포동,봉고Ⅲ 1톤 EV
826,마포구,도화동,Model 3 Long Range
827,마포구,도화동,봉고Ⅲ EV 내장차
828,마포구,망원동,Model Y Long Range
829,강남구,대치동,코나 일렉트릭 (KONA ELECTRIC
830,강남구,대치동,코나 일렉트릭 (KONA ELECTRIC
831,강남구,대치동,코나 일렉트릭 (KONA ELECTRIC
832,강남구,대치동,코나 일렉트릭 (KONA ELECTRIC
833,강남구,대치동,Model 3 Standard Range Plus 
834,강남구,대치동,Model 3 Standard Range Plus 
835,강남구,대치동,Model 3 Standard Range Plus 
836,강남구,대치동,Model 3 Standard Range Plus 
837,강남구,대치동,Model 3 Standard Range Plus 
838,강남구,대치동,Model 3 Long Range
839,강남구,대치동,Model 3 Long Range
840,강남구,대치동,Model 3 Long Range
841,강남구,대치동,Model 3 Long Range
842,강남구,대치동,코나 일렉트릭 (KONA ELECTRIC
843,강남구,대치동,코나 일렉트릭 (KONA ELECTRIC
844,강남구,대치동,쏘울 전기차
845,강남구,대치동,CHEVROLET BOLT EV
846,강남구,대치동,Model S 75D
847,강남구,대치동,쏘울 전기차
848,강남구,대치동,쏘울 전기차
849,강남구,대치동,니로 EV
850,강남구,대치동,코나 일렉트릭 (KONA ELECTRIC
851,강남구,대치동,니로 EV
852,강남구,대치동,코나 일렉트릭 (KONA ELECTRIC
853,강남구,대치동,코나 일렉트릭 (KONA ELECTRIC
854,강남구,대치동,코나 일렉트릭 (KONA ELECTRIC
855,강남구,대치동,Model 3 Standard Range Plus 
856,강남구,대치동,Model 3 Standard Range Plus 
857,강남구,대치동,Model 3 Standard Range Plus 
858,강남구,대치동,Model 3 Standard Range Plus 
859,강남구,대치동,Model 3 Standard Range Plus 
860,강남구,대치동,Model 3 Long Range
861,강남구,개포동,Model X Performance
862,강남구,개포동,Model 3 Long Range
863,마포구,망원동,봉고Ⅲ 1톤 EV
864,마포구,망원동,Model 3 Performance
865,마포구,망원동,니로 EV
866,마포구,망원동,Danigo
867,강남구,대치동,Model 3 Long Range
868,강남구,대치동,Model 3 Long Range
869,강남구,대치동,Model 3 Long Range
870,강남구,대치동,쏘울 전기차
871,강남구,대치동,코나 일렉트릭 (KONA ELECTRIC
872,강남구,대치동,쏘울 전기차
873,강남구,대치동,SM3 Z.E.
874,강남구,개포동,Model Y Standard Range
875,마포구,상암동,Model 3 Standard Range Plus 
876,강남구,대치동,코나 일렉트릭 (KONA ELECTRIC
877,강남구,대치동,Model 3 Long Range
878,강남구,대치동,Model 3 Long Range
879,강남구,대치동,Model 3 Long Range
880,강남구,대치동,Model 3 Long Range
881,강남구,대치동,Model 3 Standard Range Plus 
882,강남구,대치동,Model 3 Standard Range Plus 
883,강남구,대치동,Model 3 Standard Range Plus 
884,강남구,대치동,Model 3 Long Range
885,강남구,대치동,코나 일렉트릭 (KONA ELECTRIC
886,강남구,대치동,코나 일렉트릭 (KONA ELECTRIC
887,강남구,대치동,코나 일렉트릭 (KONA ELECTRIC
888,강남구,대치동,코나 일렉트릭 (KONA ELECTRIC
889,강남구,대치동,코나 일렉트릭 (KONA ELECTRIC
890,강남구,대치동,코나 일렉트릭 (KONA ELECTRIC
891,강남구,대치동,코나 일렉트릭 (KONA ELECTRIC
892,강남구,대치동,코나 일렉트릭 (KONA ELECTRIC
893,강남구,대치동,코나 일렉트릭 (KONA ELECTRIC
894,강남구,대치동,Model 3 Long Range
895,강남구,대치동,Model 3 Long Range
896,강남구,대치동,Model 3 Long Range
897,강남구,대치동,Model 3 Long Range
898,강남구,대치동,Model 3 Standard Range Plus 
899,강남구,대치동,Model 3 Standard Range Plus 
900,강남구,개포동,EV6
901,강남구,개포동,니로 EV
902,마포구,상암동,코나 일렉트릭 (KONA ELECTRIC
903,마포구,상암동,니로 EV
904,강남구,대치동,코나 일렉트릭 (KONA ELECTRIC
905,강남구,대치동,코나 일렉트릭 (KONA ELECTRIC
906,강남구,대치동,코나 일렉트릭 (KONA ELECTRIC
907,강남구,대치동,코나 일렉트릭 (KONA ELECTRIC
908,강남구,대치동,EV6
909,강남구,대치동,Model 3 Long Range
910,강남구,대치동,코나 일렉트릭 (KONA ELECTRIC
911,강남구,대치동,쏘울 전기차
912,강남구,대치동,코나 일렉트릭 (KONA ELECTRIC
913,강남구,대치동,LEAF
914,강남구,대치동,코나 일렉트릭 (KONA ELECTRIC
915,강남구,대치동,Model 3 Standard Range Plus 
916,강남구,대치동,아이오닉 일렉트릭(IONIQ ELEC
917,강남구,대치동,코나 일렉트릭 (KONA ELECTRIC
918,강남구,대치동,코나 일렉트릭 (KONA ELECTRIC
919,강남구,대치동,코나 일렉트릭 (KONA ELECTRIC
920,강남구,대치동,코나 일렉트릭 (KONA ELECTRIC
921,강남구,대치동,코나 일렉트릭 (KONA ELECTRIC
922,강남구,대치동,코나 일렉트릭 (KONA ELECTRIC
923,강남구,대치동,코나 일렉트릭 (KONA ELECTRIC
924,강남구,대치동,코나 일렉트릭 (KONA ELECTRIC
925,강남구,대치동,코나 일렉트릭 (KONA ELECTRIC
926,강남구,대치동,코나 일렉트릭 (KONA ELECTRIC
927,강남구,대치동,코나 일렉트릭 (KONA ELECTRIC
928,강남구,대치동,SM3 Z.E.
929,강남구,대치동,CHEVROLET BOLT EV
930,강남구,대치동,코나 일렉트릭 (KONA ELECTRIC
931,강남구,개포동,Model 3 Long Range
932,마포구,상암동,CHEVROLET BOLT EV
933,마포구,상암동,GV60
934,마포구,상암동,쏘울 EV
935,마포구,상암동,TWIZY
936,마포구,상암동,봉고Ⅲ 1톤 EV
937,마포구,상암동,일렉시티(ELEC CITY)
938,마포구,서강동,LEAF
939,강남구,대치동,코나 일렉트릭 (KONA ELECTRIC
940,강남구,대치동,코나 일렉트릭 (KONA ELECTRIC
941,강남구,대치동,코나 일렉트릭 (KONA ELECTRIC
942,강남구,대치동,아이오닉 일렉트릭(IONIQ ELEC
943,강남구,대치동,아이오닉 일렉트릭(IONIQ ELEC
944,강남구,대치동,아이오닉 일렉트릭(IONIQ ELEC
945,강남구,대치동,아이오닉 일렉트릭(IONIQ ELEC
946,강남구,대치동,아이오닉 일렉트릭(IONIQ ELEC
947,강남구,대치동,아이오닉 일렉트릭(IONIQ ELEC
948,강남구,대치동,아이오닉 일렉트릭(IONIQ ELEC
949,강남구,대치동,아이오닉 일렉트릭(IONIQ ELEC
950,강남구,대치동,Model Y Standard Range
951,강남구,대치동,니로 EV
952,강남구,대치동,니로 EV
953,강남구,대치동,코나 일렉트릭 (KONA ELECTRIC
954,강남구,대치동,코나 일렉트릭 (KONA ELECTRIC
955,강남구,대치동,코나 일렉트릭 (KONA ELECTRIC
956,강남구,대치동,코나 일렉트릭 (KONA ELECTRIC
957,강남구,개포동,아이오닉5(IONIQ5)
958,강남구,논현동,Model 3 Long Range
959,강남구,논현동,벤츠 EQC 400 4MATIC
960,마포구,서강동,Mercedes-Benz EQA250
961,마포구,서강동,아이오닉5 (IONIQ5)
962,마포구,서강동,쏘울 전기차
963,강남구,대치동,아이오닉 일렉트릭(IONIQ ELEC
964,강남구,대치동,아이오닉 일렉트릭(IONIQ ELEC
965,강남구,대치동,아이오닉 일렉트릭(IONIQ ELEC
966,강남구,대치동,아이오닉 일렉트릭(IONIQ ELEC
967,강남구,대치동,쏘울 EV
968,강남구,대치동,아이오닉 일렉트릭(IONIQ ELEC
969,강남구,대치동,아이오닉 일렉트릭(IONIQ ELEC
970,강남구,대치동,아이오닉 일렉트릭(IONIQ ELEC
971,강남구,대치동,아이오닉 일렉트릭(IONIQ ELEC
972,강남구,대치동,아이오닉 일렉트릭(IONIQ ELEC
973,강남구,대치동,아이오닉 일렉트릭(IONIQ ELEC
974,강남구,대치동,아이오닉 일렉트릭(IONIQ ELEC
975,강남구,대치동,아이오닉 일렉트릭(IONIQ ELEC
976,강남구,대치동,아이오닉 일렉트릭(IONIQ ELEC
977,강남구,대치동,쏘울 EV
978,강남구,대치동,쏘울 EV
979,강남구,대치동,쏘울 EV
980,강남구,대치동,쏘울 EV
981,강남구,대치동,쏘울 EV
982,강남구,대치동,쏘울 EV
983,강남구,대치동,아이오닉 일렉트릭(IONIQ ELEC
984,강남구,대치동,아이오닉 일렉트릭(IONIQ ELEC
985,강남구,대치동,아이오닉 일렉트릭(IONIQ ELEC
986,강남구,대치동,아이오닉 일렉트릭(IONIQ ELEC
987,강남구,대치동,아이오닉 일렉트릭(IONIQ ELEC
988,강남구,대치동,아이오닉 일렉트릭(IONIQ ELEC
989,강남구,대치동,아이오닉 일렉트릭(IONIQ ELEC
990,강남구,대치동,아이오닉 일렉트릭(IONIQ ELEC
991,강남구,대치동,아이오닉 일렉트릭(IONIQ ELEC
992,강남구,대치동,아이오닉 일렉트릭(IONIQ ELEC
993,강남구,대치동,아이오닉 일렉트릭(IONIQ ELEC
994,강남구,대치동,아이오닉 일렉트릭(IONIQ ELEC
995,강남구,대치동,쏘울 EV
996,강남구,대치동,아이오닉 일렉트릭(IONIQ ELEC
997,강남구,대치동,아이오닉 일렉트릭(IONIQ ELEC
998,강남구,대치동,아이오닉 일렉트릭(IONIQ ELEC
999,강남구,대치동,아이오닉 일렉트릭(IONIQ ELEC
1000,강남구,대치동,아이오닉 일렉트릭(IONIQ ELEC
1001,마포구,서강동,EV6
1002,마포구,서강동,Model Y Standard Range
1003,마포구,서교동,니로 EV
1004,마포구,서교동,Peugeot e-208
1005,마포구,서교동,Model 3 Long Range
1006,강남구,대치동,쏘울 EV
1007,강남구,대치동,쏘울 EV
1008,강남구,대치동,쏘울 EV
1009,강남구,대치동,쏘울 EV
1010,강남구,대치동,쏘울 EV
1011,강남구,대치동,쏘울 EV
1012,강남구,대치동,쏘울 EV
1013,강남구,대치동,쏘울 EV
1014,강남구,대치동,쏘울 EV
1015,강남구,대치동,쏘울 EV
1016,강남구,대치동,쏘울 EV
1017,강남구,대치동,쏘울 EV
1018,강남구,대치동,쏘울 EV
1019,강남구,대치동,쏘울 EV
1020,강남구,대치동,쏘울 EV
1021,강남구,대치동,쏘울 EV
1022,강남구,대치동,쏘울 EV
1023,강남구,대치동,쏘울 EV
1024,강남구,대치동,쏘울 EV
1025,강남구,대치동,쏘울 EV
1026,강남구,대치동,쏘울 EV
1027,강남구,대치동,쏘울 EV
1028,강남구,대치동,쏘울 EV
1029,강남구,대치동,쏘울 EV
1030,강남구,대치동,아이오닉 일렉트릭(IONIQ ELEC
1031,강남구,대치동,아이오닉 일렉트릭(IONIQ ELEC
1032,강남구,대치동,아이오닉 일렉트릭(IONIQ ELEC
1033,강남구,대치동,아이오닉 일렉트릭(IONIQ ELEC
1034,강남구,대치동,쏘울 EV
1035,강남구,대치동,쏘울 EV
1036,강남구,대치동,쏘울 EV
1037,강남구,대치동,쏘울 EV
1038,강남구,대치동,쏘울 EV
1039,강남구,대치동,쏘울 EV
1040,강남구,대치동,쏘울 EV
1041,강남구,대치동,쏘울 EV
1042,강남구,대치동,쏘울 EV
1043,강남구,대치동,쏘울 EV
1044,강남구,대치동,쏘울 EV
1045,강남구,대치동,쏘울 EV
1046,강남구,대치동,쏘울 EV
1047,강남구,대치동,쏘울 EV
1048,강남구,대치동,쏘울 EV
1049,강남구,대치동,쏘울 EV
1050,강남구,대치동,쏘울 EV
1051,강남구,대치동,쏘울 EV
1052,강남구,논현동,Model Y Standard Range
1053,강남구,논현동,코나 일렉트릭 (KONA ELECTRIC
1054,강남구,논현동,포터Ⅱ 일렉트릭 (PORTERⅡ EL
1055,강남구,논현동,e-tron 55 quattro
1056,강남구,논현동,Model 3 Long Range
1057,강남구,논현동,G80
1058,마포구,서교동,ZOE
1059,마포구,서교동,Model 3 Long Range
1060,마포구,서교동,Model 3 Performance
1061,마포구,서교동,봉고Ⅲ 1톤 EV
1062,강남구,대치동,TWIZY
1063,강남구,대치동,쏘울 EV
1064,강남구,대치동,쏘울 EV
1065,강남구,대치동,쏘울 EV
1066,강남구,대치동,코나 일렉트릭 (KONA ELECTRIC
1067,강남구,대치동,코나 일렉트릭 (KONA ELECTRIC
1068,강남구,대치동,코나 일렉트릭 (KONA ELECTRIC
1069,강남구,대치동,코나 일렉트릭 (KONA ELECTRIC
1070,강남구,대치동,코나 일렉트릭 (KONA ELECTRIC
1071,강남구,대치동,코나 일렉트릭 (KONA ELECTRIC
1072,강남구,대치동,코나 일렉트릭 (KONA ELECTRIC
1073,강남구,대치동,코나 일렉트릭 (KONA ELECTRIC
1074,강남구,대치동,CHEVROLET BOLT EV
1075,강남구,대치동,CHEVROLET BOLT EV
1076,강남구,대치동,CHEVROLET BOLT EV
1077,강남구,대치동,CHEVROLET BOLT EV
1078,강남구,대치동,CHEVROLET BOLT EV
1079,강남구,대치동,TWIZY
1080,강남구,대치동,쏘울 EV
1081,강남구,대치동,쏘울 EV
1082,강남구,대치동,쏘울 EV
1083,강남구,대치동,쏘울 EV
1084,강남구,대치동,쏘울 EV
1085,강남구,대치동,쏘울 EV
1086,강남구,대치동,쏘울 EV
1087,강남구,대치동,쏘울 EV
1088,강남구,대치동,쏘울 EV
1089,강남구,대치동,쏘울 EV
1090,강남구,대치동,쏘울 EV
1091,강남구,대치동,CHEVROLET BOLT EV
1092,강남구,대치동,TWIZY
1093,강남구,대치동,쏘울 EV
1094,강남구,대치동,쏘울 EV
1095,강남구,대치동,CHEVROLET BOLT EV
1096,강남구,대치동,아이오닉 일렉트릭(IONIQ ELEC
1097,강남구,대치동,코나 일렉트릭 (KONA ELECTRIC
1098,강남구,대치동,코나 일렉트릭 (KONA ELECTRIC
1099,강남구,대치동,코나 일렉트릭 (KONA ELECTRIC
1100,강남구,대치동,코나 일렉트릭 (KONA ELECTRIC
1101,강남구,대치동,코나 일렉트릭 (KONA ELECTRIC
1102,마포구,성산동,Model Y Long Range
